"name" "size" "coverage" "circular" "gc_content" "hit_to_vir_refseq" "hit_to_crasslike" "demovir" "vir_refseq" "crasslike" "ribo_prot_count" "pvogs_count" "integrase" "sample" "country" "vcontact_cluster" "crispr_host"
"144" "SRS014687_NODE_2_length_335527_cov_1416.44" 335527 1416.44 FALSE 29.29 FALSE FALSE "Myoviridae" NA NA 0 95 TRUE "SRS014687" "US" "VC_1674_5" NA
"145" "SRS014689_NODE_1_length_253657_cov_7.8846" 253657 7.8846 FALSE 29.75 FALSE FALSE "Myoviridae" NA NA 0 50 FALSE "SRS014689" "US" "VC_1858_1" NA
"146" "SRS014690_NODE_6_length_210977_cov_55.0985" 210977 55.0985 FALSE 28.54 FALSE FALSE "Myoviridae" NA NA 0 48 FALSE "SRS014690" "US" "VC_1770_0" "Veillonella"
"147" "SRS014691_NODE_2_length_214768_cov_5.50282" 214768 5.50282 FALSE 36.66 FALSE FALSE "Myoviridae" NA NA 0 45 TRUE "SRS014691" "US" "VC_635_15" "Streptococcus"
"148" "SRS014691_NODE_3_length_210905_cov_15.4347" 210905 15.4347 FALSE 28.54 FALSE FALSE "Myoviridae" NA NA 0 48 FALSE "SRS014691" "US" "VC_1770_0" "Veillonella"
"149" "SRS014888_NODE_3_length_240713_cov_16.8642" 240713 16.8642 FALSE 30.9 FALSE FALSE "Myoviridae" NA NA 0 32 FALSE "SRS014888" "US" "VC_3143_0" "Fusobacterium"
"150" "SRS014894_NODE_14_length_208372_cov_34.605" 208372 34.605 FALSE 56.88 FALSE FALSE "Myoviridae" NA NA 1 42 FALSE "SRS014894" "US" NA NA
"151" "SRS015038_NODE_1_length_284301_cov_21.1902" 284301 21.1902 FALSE 31.16 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "SRS015038" "US" "VC_3234_0" "Veillonella"
"152" "SRS015038_NODE_2_length_213047_cov_63.6224" 213047 63.6224 TRUE 32.48 FALSE FALSE "Myoviridae" NA NA 0 49 TRUE "SRS015038" "US" "VC_1774_10" NA
"153" "SRS015057_NODE_2_length_227748_cov_65.0344" 227748 65.0344 FALSE 31.27 FALSE FALSE "Myoviridae" NA NA 0 64 TRUE "SRS015057" "US" NA NA
"154" "SRS015057_NODE_3_length_212003_cov_15.49" 212003 15.49 FALSE 34.38 FALSE FALSE "Myoviridae" NA NA 0 40 FALSE "SRS015057" "US" NA NA
"155" "SRS015158_NODE_2_length_535604_cov_20.4027" 535604 20.4027 FALSE 47.38 FALSE FALSE "Myoviridae" NA NA 0 84 TRUE "SRS015158" "US" NA "Actinomyces"
"156" "SRS015174_NODE_5_length_256415_cov_12.3267" 256415 12.3267 FALSE 33.01 FALSE FALSE "Myoviridae" NA NA 0 50 FALSE "SRS015174" "US" "VC_3828_3" NA
"157" "SRS015209_NODE_8_length_214462_cov_65.3204" 214462 65.3204 FALSE 46.07 FALSE FALSE "Myoviridae" NA NA 0 36 FALSE "SRS015209" "US" "VC_8879_7" NA
"158" "SRS015209_NODE_12_length_206757_cov_7.28818" 206757 7.28818 FALSE 34.65 FALSE FALSE "Myoviridae" NA NA 0 38 FALSE "SRS015209" "US" "VC_3903_1" NA
"159" "SRS015215_NODE_3_length_265743_cov_6.54371" 265743 6.54371 FALSE 40.02 FALSE FALSE "Myoviridae" NA NA 0 88 FALSE "SRS015215" "US" "VC_3542_0" NA
"160" "SRS015215_NODE_4_length_251537_cov_15.8683" 251537 15.8683 FALSE 38.05 FALSE FALSE "Myoviridae" NA NA 0 47 FALSE "SRS015215" "US" "VC_1820_0" "Centipeda"
"161" "SRS015278_NODE_6_length_320972_cov_7.71736" 320972 7.71736 FALSE 48.63 FALSE FALSE "Siphoviridae" NA NA 0 69 TRUE "SRS015278" "US" "VC_5182_0" "Rothia"
"162" "SRS015278_NODE_7_length_283229_cov_10.6675" 283229 10.6675 FALSE 38.2 FALSE FALSE "Myoviridae" NA NA 0 52 FALSE "SRS015278" "US" "VC_4192_1" NA
"163" "SRS015395_NODE_2_length_244468_cov_5.3636" 244468 5.3636 FALSE 29.67 FALSE FALSE "Myoviridae" NA NA 0 49 FALSE "SRS015395" "US" "VC_1858_1" NA
"164" "SRS015395_NODE_4_length_222588_cov_9.59362" 222588 9.59362 FALSE 27.66 FALSE FALSE "Myoviridae" NA NA 0 45 FALSE "SRS015395" "US" "VC_2881_1" "Lachnoanaerobaculum"
"165" "SRS015395_NODE_5_length_206249_cov_9.13093" 206249 9.13093 FALSE 39.28 FALSE FALSE "Myoviridae" NA NA 0 49 TRUE "SRS015395" "US" "" NA
"166" "SRS015434_NODE_3_length_205077_cov_7.28279" 205077 7.28279 FALSE 31.28 FALSE FALSE "Myoviridae" NA NA 0 37 FALSE "SRS015434" "US" "VC_2700_4" NA
"167" "SRS015434_NODE_4_length_201698_cov_8.89373" 201698 8.89373 FALSE 33.54 FALSE FALSE "Myoviridae" NA NA 0 30 FALSE "SRS015434" "US" "VC_1759_7" NA
"168" "SRS015434_NODE_5_length_201313_cov_10.218" 201313 10.218 FALSE 27.13 FALSE FALSE "Myoviridae" NA NA 0 51 TRUE "SRS015434" "US" "VC_184_0" NA
"169" "SRS015436_NODE_1_length_228442_cov_25.5018" 228442 25.5018 TRUE 39.01 FALSE FALSE "Myoviridae" NA NA 0 82 FALSE "SRS015436" "US" "VC_2385_1" NA
"170" "SRS015440_NODE_6_length_228445_cov_93.5082" 228445 93.5082 TRUE 39.01 FALSE FALSE "Myoviridae" NA NA 0 82 FALSE "SRS015440" "US" "VC_2385_1" NA
"171" "SRS015440_NODE_8_length_215922_cov_28.5589" 215922 28.5589 FALSE 38.68 FALSE FALSE "Siphoviridae" NA NA 0 34 FALSE "SRS015440" "US" "VC_7054_13" NA
"172" "SRS015470_NODE_4_length_228444_cov_88.2011" 228444 88.2011 TRUE 39.01 FALSE FALSE "Myoviridae" NA NA 0 82 FALSE "SRS015470" "US" "VC_2385_1" NA
"173" "SRS015574_NODE_7_length_262650_cov_15.3384" 262650 15.3384 FALSE 42.15 FALSE FALSE "Siphoviridae" NA NA 1 40 FALSE "SRS015574" "US" "" "Rothia"
"174" "SRS015644_NODE_10_length_254449_cov_109.277" 254449 109.277 FALSE 45.62 FALSE FALSE "Myoviridae" NA NA 0 32 FALSE "SRS015644" "US" "VC_8879_7" NA
"175" "SRS015644_NODE_13_length_229718_cov_50.7126" 229718 50.7126 FALSE 30.03 FALSE FALSE "Myoviridae" NA NA 0 60 TRUE "SRS015644" "US" NA "Streptococcus"
"176" "SRS015646_NODE_1_length_220432_cov_27.2438" 220432 27.2438 TRUE 39.63 FALSE FALSE "Myoviridae" NA NA 0 80 FALSE "SRS015646" "US" "VC_2385_0" NA
"177" "SRS015745_NODE_1_length_241528_cov_13.1549" 241528 13.1549 TRUE 33.64 FALSE FALSE "Myoviridae" NA NA 0 89 FALSE "SRS015745" "US" "VC_3541_1" NA
"178" "SRS015745_NODE_3_length_214576_cov_9.12203" 214576 9.12203 TRUE 31.21 FALSE FALSE "Myoviridae" NA NA 0 69 FALSE "SRS015745" "US" "VC_240_20" NA
"179" "SRS015755_NODE_2_length_205271_cov_4.59631" 205271 4.59631 FALSE 39.85 FALSE FALSE "Myoviridae" NA NA 0 74 FALSE "SRS015755" "US" "VC_3542_1" NA
"180" "SRS015762_NODE_4_length_329886_cov_8.57001" 329886 8.57001 FALSE 29.42 FALSE FALSE "Myoviridae" NA NA 0 88 FALSE "SRS015762" "US" NA NA
"181" "SRS015762_NODE_6_length_284618_cov_110.835" 284618 110.835 FALSE 31.78 FALSE FALSE "Myoviridae" NA NA 0 47 FALSE "SRS015762" "US" "VC_2700_5" NA
"182" "SRS015762_NODE_14_length_241558_cov_431.254" 241558 431.254 FALSE 33.64 FALSE FALSE "Myoviridae" NA NA 0 89 FALSE "SRS015762" "US" "VC_3541_1" NA
"183" "SRS015762_NODE_16_length_233663_cov_52.3172" 233663 52.3172 FALSE 30.11 FALSE FALSE "Myoviridae" NA NA 0 76 FALSE "SRS015762" "US" "VC_172_4" "Veillonella"
"184" "SRS015762_NODE_21_length_215763_cov_47.9965" 215763 47.9965 FALSE 30.5 FALSE FALSE "Myoviridae" NA NA 0 71 TRUE "SRS015762" "US" "" NA
"185" "SRS015797_NODE_2_length_388920_cov_36.308" 388920 36.308 FALSE 26.61 FALSE FALSE "Myoviridae" NA NA 1 82 TRUE "SRS015797" "US" "" NA
"186" "SRS015797_NODE_11_length_253437_cov_48.7" 253437 48.7 TRUE 44.41 FALSE FALSE "Myoviridae" NA NA 0 48 FALSE "SRS015797" "US" "VC_1655_3" NA
"187" "SRS015799_NODE_1_length_269339_cov_10.7346" 269339 10.7346 FALSE 36.44 FALSE FALSE "Unassigned" NA NA 0 50 FALSE "SRS015799" "US" "VC_635_14" NA
"188" "SRS015803_NODE_6_length_254226_cov_141.458" 254226 141.458 FALSE 42.21 FALSE FALSE "Siphoviridae" NA NA 1 39 FALSE "SRS015803" "US" "" "Rothia"
"189" "SRS015893_NODE_4_length_316765_cov_19.2483" 316765 19.2483 FALSE 29.54 FALSE FALSE "Myoviridae" NA NA 0 87 TRUE "SRS015893" "US" NA "Streptococcus"
"190" "SRS015893_NODE_8_length_256687_cov_26.4504" 256687 26.4504 FALSE 32.31 FALSE FALSE "Myoviridae" NA NA 0 75 FALSE "SRS015893" "US" "VC_8803_6" NA
"191" "SRS015893_NODE_10_length_249449_cov_42.6208" 249449 42.6208 FALSE 31.89 FALSE FALSE "Myoviridae" NA NA 0 31 FALSE "SRS015893" "US" "VC_3143_10" "Fusobacterium"
"192" "SRS015893_NODE_11_length_243210_cov_45.0601" 243210 45.0601 FALSE 45.46 FALSE FALSE "Myoviridae" NA NA 0 33 FALSE "SRS015893" "US" "VC_8879_7" NA
"193" "SRS015893_NODE_15_length_222886_cov_26.4089" 222886 26.4089 FALSE 33.06 FALSE FALSE "Myoviridae" NA NA 0 34 FALSE "SRS015893" "US" "VC_3828_3" NA
"194" "SRS015895_NODE_3_length_287748_cov_14.5956" 287748 14.5956 FALSE 56.35 FALSE FALSE "Myoviridae" NA NA 1 60 TRUE "SRS015895" "US" "VC_6379_0" NA
"195" "SRS015899_NODE_1_length_287754_cov_49.3304" 287754 49.3304 FALSE 56.35 FALSE FALSE "Myoviridae" NA NA 1 60 TRUE "SRS015899" "US" "VC_6379_0" NA
"196" "SRS015899_NODE_3_length_237594_cov_27.377" 237594 27.377 FALSE 32.04 FALSE FALSE "Myoviridae" NA NA 0 38 FALSE "SRS015899" "US" NA NA
"197" "SRS015921_NODE_2_length_287740_cov_24.0056" 287740 24.0056 FALSE 56.35 FALSE FALSE "Myoviridae" NA NA 1 60 TRUE "SRS015921" "US" "VC_6379_0" NA
"198" "SRS015941_NODE_1_length_389980_cov_7.93841" 389980 7.93841 FALSE 26.65 FALSE FALSE "Myoviridae" NA NA 1 80 TRUE "SRS015941" "US" "" NA
"199" "SRS015941_NODE_2_length_315556_cov_47.6479" 315556 47.6479 TRUE 30.7 FALSE FALSE "Myoviridae" NA NA 0 85 FALSE "SRS015941" "US" NA NA
"200" "SRS015941_NODE_4_length_259727_cov_51.2706" 259727 51.2706 FALSE 34.29 FALSE FALSE "Myoviridae" NA NA 0 43 FALSE "SRS015941" "US" "VC_4224_3" NA
"201" "SRS015941_NODE_5_length_254569_cov_15.5142" 254569 15.5142 FALSE 32.9 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "SRS015941" "US" "VC_3828_3" NA
"202" "SRS015941_NODE_8_length_230448_cov_49.288" 230448 49.288 FALSE 32.69 FALSE FALSE "Myoviridae" NA NA 0 59 FALSE "SRS015941" "US" "VC_1774_11" NA
"203" "SRS015941_NODE_9_length_220844_cov_6.43656" 220844 6.43656 FALSE 30.5 FALSE FALSE "Myoviridae" NA NA 0 37 FALSE "SRS015941" "US" "" NA
"204" "SRS015947_NODE_3_length_309841_cov_17.9493" 309841 17.9493 FALSE 47.21 FALSE FALSE "Myoviridae" NA NA 0 45 TRUE "SRS015947" "US" NA "Actinomyces"
"205" "SRS015947_NODE_6_length_232311_cov_17.4643" 232311 17.4643 FALSE 47.63 FALSE FALSE "Myoviridae" NA NA 0 49 FALSE "SRS015947" "US" NA "Actinomyces"
"206" "SRS015989_NODE_12_length_285916_cov_10.9882" 285916 10.9882 FALSE 37.1 FALSE FALSE "Siphoviridae" NA NA 0 54 FALSE "SRS015989" "US" NA "Streptococcus"
"207" "SRS016002_NODE_4_length_285863_cov_5.40739" 285863 5.40739 FALSE 34.44 FALSE FALSE "Siphoviridae" NA NA 0 75 TRUE "SRS016002" "US" "" NA
"208" "SRS016002_NODE_7_length_255766_cov_6.66309" 255766 6.66309 FALSE 33.02 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "SRS016002" "US" "VC_3828_3" NA
"209" "SRS016002_NODE_8_length_241386_cov_6.20711" 241386 6.20711 FALSE 30.77 FALSE FALSE "Myoviridae" NA NA 0 31 FALSE "SRS016002" "US" "VC_3143_0" "Fusobacterium"
"210" "SRS016002_NODE_9_length_233140_cov_36.0401" 233140 36.0401 FALSE 50.45 FALSE FALSE "Siphoviridae" NA NA 0 35 FALSE "SRS016002" "US" NA NA
"211" "SRS016002_NODE_10_length_225008_cov_10.3289" 225008 10.3289 TRUE 39.11 FALSE FALSE "Myoviridae" NA NA 0 85 FALSE "SRS016002" "US" "VC_2385_1" NA
"212" "SRS016037_NODE_17_length_222250_cov_13.6347" 222250 13.6347 FALSE 32.28 FALSE FALSE "Myoviridae" NA NA 0 44 FALSE "SRS016037" "US" "" NA
"213" "SRS016037_NODE_23_length_200325_cov_294.431" 200325 294.431 FALSE 31.62 FALSE FALSE "Myoviridae" NA NA 0 64 FALSE "SRS016037" "US" "VC_240_2" NA
"214" "SRS016039_NODE_1_length_283077_cov_21.1777" 283077 21.1777 TRUE 38.77 FALSE FALSE "Myoviridae" NA NA 0 101 FALSE "SRS016039" "US" "VC_703_1" NA
"215" "SRS016043_NODE_9_length_249288_cov_8.09271" 249288 8.09271 FALSE 49.45 FALSE FALSE "Siphoviridae" NA NA 1 48 TRUE "SRS016043" "US" NA "Rothia"
"216" "SRS016086_NODE_11_length_259685_cov_59.7259" 259685 59.7259 FALSE 34.31 FALSE FALSE "Myoviridae" NA NA 0 45 FALSE "SRS016086" "US" "VC_4224_3" NA
"217" "SRS016086_NODE_14_length_243417_cov_24.8521" 243417 24.8521 TRUE 31.76 FALSE FALSE "Myoviridae" NA NA 0 75 FALSE "SRS016086" "US" "VC_8794_2" NA
"218" "SRS016086_NODE_15_length_234294_cov_20.2458" 234294 20.2458 FALSE 31.91 FALSE FALSE "Myoviridae" NA NA 0 48 FALSE "SRS016086" "US" "VC_1899_4" "Veillonella"
"219" "SRS016225_NODE_5_length_249678_cov_27.3838" 249678 27.3838 TRUE 44.38 FALSE FALSE "Myoviridae" NA NA 0 47 FALSE "SRS016225" "US" "VC_1655_3" NA
"220" "SRS016225_NODE_6_length_244067_cov_149.008" 244067 149.008 FALSE 35.02 FALSE FALSE "Myoviridae" NA NA 0 93 FALSE "SRS016225" "US" "VC_1419_0" NA
"221" "SRS016225_NODE_7_length_239763_cov_99.4661" 239763 99.4661 TRUE 33.64 FALSE FALSE "Myoviridae" NA NA 0 85 FALSE "SRS016225" "US" "VC_3541_1" NA
"222" "SRS016319_NODE_2_length_336500_cov_15.6725" 336500 15.6725 FALSE 29.43 FALSE FALSE "Myoviridae" NA NA 0 92 TRUE "SRS016319" "US" NA "Streptococcus"
"223" "SRS016319_NODE_4_length_245864_cov_10.831" 245864 10.831 TRUE 31.74 FALSE FALSE "Myoviridae" NA NA 0 76 FALSE "SRS016319" "US" "VC_8794_2" NA
"224" "SRS016331_NODE_4_length_271840_cov_24.0229" 271840 24.0229 FALSE 41.31 FALSE FALSE "Myoviridae" NA NA 0 85 FALSE "SRS016331" "US" "VC_3069_2" NA
"225" "SRS016501_NODE_1_length_338068_cov_9.74568" 338068 9.74568 FALSE 29.37 FALSE FALSE "Myoviridae" NA NA 0 90 TRUE "SRS016501" "US" "VC_1674_0" "Streptococcus"
"226" "SRS016529_NODE_1_length_271259_cov_9.47335" 271259 9.47335 FALSE 29.45 FALSE FALSE "Myoviridae" NA NA 0 69 FALSE "SRS016529" "US" NA "Streptococcus"
"227" "SRS016569_NODE_2_length_280505_cov_14.0325" 280505 14.0325 FALSE 31.69 FALSE FALSE "Myoviridae" NA NA 0 48 FALSE "SRS016569" "US" "VC_2700_5" NA
"228" "SRS016569_NODE_4_length_255088_cov_10.9784" 255088 10.9784 FALSE 32.98 FALSE FALSE "Myoviridae" NA NA 0 50 FALSE "SRS016569" "US" "VC_3828_3" NA
"229" "SRS016569_NODE_5_length_252662_cov_21.4152" 252662 21.4152 FALSE 35.03 FALSE FALSE "Myoviridae" NA NA 0 47 TRUE "SRS016569" "US" NA NA
"230" "SRS016742_NODE_1_length_264464_cov_60.1087" 264464 60.1087 FALSE 37.69 FALSE FALSE "Siphoviridae" NA NA 0 42 TRUE "SRS016742" "US" "" "Streptococcus"
"231" "SRS016746_NODE_14_length_202265_cov_84.1778" 202265 84.1778 FALSE 39.2 FALSE FALSE "Myoviridae" NA NA 0 84 FALSE "SRS016746" "US" "VC_4608_2" NA
"232" "SRS016815_NODE_4_length_220735_cov_12.8891" 220735 12.8891 FALSE 36.46 FALSE FALSE "Myoviridae" NA NA 0 42 FALSE "SRS016815" "US" NA NA
"233" "SRS017007_NODE_10_length_282492_cov_57.6154" 282492 57.6154 FALSE 28.79 FALSE FALSE "Myoviridae" NA NA 0 33 FALSE "SRS017007" "US" "VC_6797_7" NA
"234" "SRS017007_NODE_17_length_236619_cov_168.821" 236619 168.821 TRUE 33.77 FALSE FALSE "Myoviridae" NA NA 0 86 FALSE "SRS017007" "US" "VC_3541_1" NA
"235" "SRS017007_NODE_18_length_230785_cov_20.6488" 230785 20.6488 FALSE 29.53 FALSE FALSE "Myoviridae" NA NA 0 57 FALSE "SRS017007" "US" NA NA
"236" "SRS017025_NODE_1_length_235402_cov_9.52252" 235402 9.52252 FALSE 32.85 FALSE FALSE "Unassigned" NA NA 0 34 FALSE "SRS017025" "US" "VC_8372_0" NA
"237" "SRS017025_NODE_2_length_203435_cov_14.7202" 203435 14.7202 FALSE 31.56 FALSE FALSE "Myoviridae" NA NA 0 27 TRUE "SRS017025" "US" "" "Streptococcus"
"238" "SRS017304_NODE_5_length_258288_cov_116.449" 258288 116.449 TRUE 36.91 FALSE FALSE "Myoviridae" NA NA 0 97 FALSE "SRS017304" "US" "VC_1419_6" "Neisseria"
"239" "SRS017439_NODE_3_length_228289_cov_16.5818" 228289 16.5818 FALSE 39.09 FALSE FALSE "Myoviridae" NA NA 0 82 FALSE "SRS017439" "US" "VC_2385_1" NA
"240" "SRS017533_NODE_5_length_232397_cov_32.0553" 232397 32.0553 FALSE 34.15 FALSE FALSE "Myoviridae" NA NA 0 46 TRUE "SRS017533" "US" "VC_7654_6" NA
"241" "SRS017533_NODE_6_length_223782_cov_53.6916" 223782 53.6916 FALSE 30.36 FALSE FALSE "Myoviridae" NA NA 0 69 FALSE "SRS017533" "US" "" "Prevotella"
"242" "SRS017533_NODE_11_length_202276_cov_12.3433" 202276 12.3433 FALSE 31.54 FALSE FALSE "Myoviridae" NA NA 0 65 FALSE "SRS017533" "US" "VC_240_3" NA
"243" "SRS017691_NODE_7_length_239121_cov_10.7408" 239121 10.7408 FALSE 36.83 FALSE FALSE "Myoviridae" NA NA 0 50 TRUE "SRS017691" "US" NA "Streptococcus"
"244" "SRS017713_NODE_6_length_230050_cov_17.426" 230050 17.426 FALSE 32.46 FALSE FALSE "Myoviridae" NA NA 0 62 FALSE "SRS017713" "US" "VC_1774_9" "Veillonella"
"245" "SRS017814_NODE_1_length_247699_cov_10.6112" 247699 10.6112 FALSE 47.3 FALSE FALSE "Myoviridae" NA NA 0 37 FALSE "SRS017814" "US" "VC_6381_14" "Actinomyces"
"246" "SRS018149_NODE_1_length_295418_cov_22.1755" 295418 22.1755 FALSE 32.04 FALSE FALSE "Myoviridae" NA NA 0 29 FALSE "SRS018149" "US" "" "Streptococcus"
"247" "SRS018157_NODE_7_length_269576_cov_21.4215" 269576 21.4215 FALSE 41.3 FALSE FALSE "Myoviridae" NA NA 0 84 FALSE "SRS018157" "US" "VC_3069_2" NA
"248" "SRS018300_NODE_9_length_223433_cov_17.6874" 223433 17.6874 FALSE 29.53 FALSE FALSE "Myoviridae" NA NA 0 44 FALSE "SRS018300" "US" "VC_2881_10" "Lachnoanaerobaculum"
"249" "SRS018300_NODE_10_length_217563_cov_13.1876" 217563 13.1876 FALSE 29 FALSE FALSE "Myoviridae" NA NA 0 27 FALSE "SRS018300" "US" NA "Fusobacterium"
"250" "SRS018337_NODE_5_length_227716_cov_18.7174" 227716 18.7174 TRUE 39 FALSE FALSE "Myoviridae" NA NA 0 81 FALSE "SRS018337" "US" "VC_2385_1" NA
"251" "SRS018337_NODE_6_length_226323_cov_10.5814" 226323 10.5814 FALSE 32.63 FALSE FALSE "Myoviridae" NA NA 0 41 TRUE "SRS018337" "US" NA NA
"252" "SRS018337_NODE_9_length_208020_cov_10.7901" 208020 10.7901 FALSE 32.95 FALSE FALSE "Myoviridae" NA NA 0 41 TRUE "SRS018337" "US" "VC_4529_0" NA
"253" "SRS018394_NODE_2_length_249292_cov_27.5857" 249292 27.5857 FALSE 27.58 FALSE FALSE "Myoviridae" NA NA 0 38 TRUE "SRS018394" "US" "VC_3308_0" NA
"254" "SRS018394_NODE_4_length_220748_cov_10.3364" 220748 10.3364 FALSE 31.02 FALSE FALSE "Myoviridae" NA NA 0 42 FALSE "SRS018394" "US" "VC_2166_3" "Veillonella"
"255" "SRS018394_NODE_6_length_208354_cov_15.8183" 208354 15.8183 FALSE 29.29 FALSE FALSE "Myoviridae" NA NA 0 41 TRUE "SRS018394" "US" "VC_183_0" NA
"256" "SRS018443_NODE_7_length_228215_cov_33.5321" 228215 33.5321 FALSE 31.35 FALSE FALSE "Myoviridae" NA NA 0 33 TRUE "SRS018443" "US" "VC_9158_0" NA
"257" "SRS018573_NODE_4_length_244172_cov_96.2566" 244172 96.2566 FALSE 36.87 FALSE FALSE "Myoviridae" NA NA 0 52 TRUE "SRS018573" "US" "VC_635_19" "Streptococcus"
"258" "SRS018573_NODE_6_length_220305_cov_11.5665" 220305 11.5665 FALSE 28.71 FALSE FALSE "Myoviridae" NA NA 0 57 FALSE "SRS018573" "US" "VC_1770_1" "Veillonella"
"259" "SRS018591_NODE_10_length_259339_cov_13.8337" 259339 13.8337 FALSE 33.57 FALSE FALSE "Myoviridae" NA NA 0 44 FALSE "SRS018591" "US" "VC_4224_3" NA
"260" "SRS018591_NODE_12_length_253926_cov_7.50544" 253926 7.50544 FALSE 29.72 FALSE FALSE "Myoviridae" NA NA 0 50 FALSE "SRS018591" "US" "VC_1858_1" NA
"261" "SRS018591_NODE_14_length_248293_cov_12.4121" 248293 12.4121 FALSE 34.98 FALSE FALSE "Myoviridae" NA NA 0 35 TRUE "SRS018591" "US" NA NA
"262" "SRS018591_NODE_15_length_233681_cov_62.3544" 233681 62.3544 FALSE 31.69 FALSE FALSE "Myoviridae" NA NA 0 46 TRUE "SRS018591" "US" "VC_1759_3" "Fusobacterium"
"263" "SRS018665_NODE_4_length_281522_cov_5.73703" 281522 5.73703 FALSE 38.29 FALSE FALSE "Myoviridae" NA NA 0 53 FALSE "SRS018665" "US" "VC_4192_1" NA
"264" "SRS018665_NODE_10_length_228981_cov_10.204" 228981 10.204 FALSE 26.62 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "SRS018665" "US" "VC_2881_1" "Lachnoanaerobaculum"
"265" "SRS018665_NODE_12_length_219038_cov_8.29266" 219038 8.29266 FALSE 51.24 FALSE FALSE "Siphoviridae" NA NA 0 29 FALSE "SRS018665" "US" NA NA
"266" "SRS018739_NODE_3_length_280839_cov_107.359" 280839 107.359 FALSE 31.09 FALSE FALSE "Myoviridae" NA NA 0 48 FALSE "SRS018739" "US" "VC_2700_6" NA
"267" "SRS018739_NODE_8_length_253246_cov_9.48565" 253246 9.48565 TRUE 32.14 FALSE FALSE "Myoviridae" NA NA 0 72 FALSE "SRS018739" "US" "VC_8803_6" NA
"268" "SRS018739_NODE_13_length_233971_cov_6.6217" 233971 6.6217 FALSE 28.46 FALSE FALSE "Myoviridae" NA NA 0 32 FALSE "SRS018739" "US" "VC_2698_1" NA
"269" "SRS018778_NODE_6_length_268701_cov_13.8007" 268701 13.8007 FALSE 42.37 FALSE FALSE "Siphoviridae" NA NA 1 40 FALSE "SRS018778" "US" "" "Rothia"
"270" "SRS018791_NODE_1_length_395675_cov_35.5222" 395675 35.5222 FALSE 26.23 FALSE FALSE "Myoviridae" NA NA 1 85 TRUE "SRS018791" "US" "" NA
"271" "SRS018791_NODE_2_length_286674_cov_14.9377" 286674 14.9377 FALSE 31.15 FALSE FALSE "Myoviridae" NA NA 0 47 FALSE "SRS018791" "US" "VC_3234_0" "Veillonella"
"272" "SRS018791_NODE_5_length_249768_cov_80.2471" 249768 80.2471 FALSE 29.3 FALSE FALSE "Myoviridae" NA NA 0 50 FALSE "SRS018791" "US" "VC_1858_1" NA
"273" "SRS018791_NODE_6_length_233037_cov_100.12" 233037 100.12 FALSE 31.78 FALSE FALSE "Myoviridae" NA NA 0 48 FALSE "SRS018791" "US" "VC_1899_4" "Veillonella"
"274" "SRS018971_NODE_2_length_218568_cov_11.0891" 218568 11.0891 FALSE 50.26 FALSE FALSE "Siphoviridae" NA NA 0 35 FALSE "SRS018971" "US" "" NA
"275" "SRS018975_NODE_3_length_287630_cov_17.3715" 287630 17.3715 FALSE 56.35 FALSE FALSE "Myoviridae" NA NA 1 60 TRUE "SRS018975" "US" "VC_6379_0" NA
"276" "SRS018975_NODE_4_length_268195_cov_9.84981" 268195 9.84981 FALSE 39.97 FALSE FALSE "Myoviridae" NA NA 0 89 FALSE "SRS018975" "US" "VC_3542_0" NA
"277" "SRS019022_NODE_2_length_328852_cov_10.0908" 328852 10.0908 FALSE 32.33 FALSE FALSE "Myoviridae" NA NA 0 100 TRUE "SRS019022" "US" "" NA
"278" "SRS019022_NODE_9_length_291770_cov_16.3113" 291770 16.3113 FALSE 52.51 FALSE FALSE "Siphoviridae" NA NA 0 40 TRUE "SRS019022" "US" "VC_3139_15" NA
"279" "SRS019026_NODE_1_length_268304_cov_35.0081" 268304 35.0081 FALSE 32.39 FALSE FALSE "Myoviridae" NA NA 0 81 FALSE "SRS019026" "US" "" NA
"280" "SRS019027_NODE_1_length_201024_cov_16.0857" 201024 16.0857 FALSE 31.64 FALSE FALSE "Myoviridae" NA NA 0 68 FALSE "SRS019027" "US" "" NA
"281" "SRS019028_NODE_3_length_275103_cov_10.413" 275103 10.413 FALSE 29.44 FALSE FALSE "Myoviridae" NA NA 0 73 TRUE "SRS019028" "US" NA NA
"282" "SRS019028_NODE_4_length_253089_cov_26.2532" 253089 26.2532 FALSE 38.05 FALSE FALSE "Myoviridae" NA NA 0 48 FALSE "SRS019028" "US" "VC_1820_0" "Centipeda"
"283" "SRS019028_NODE_6_length_241100_cov_18.3146" 241100 18.3146 FALSE 30.86 FALSE FALSE "Myoviridae" NA NA 0 34 FALSE "SRS019028" "US" "" NA
"284" "SRS019028_NODE_10_length_211600_cov_153.412" 211600 153.412 FALSE 28.54 FALSE FALSE "Myoviridae" NA NA 0 49 FALSE "SRS019028" "US" "VC_1770_0" "Veillonella"
"285" "SRS019029_NODE_4_length_241096_cov_6.05364" 241096 6.05364 FALSE 30.86 FALSE FALSE "Myoviridae" NA NA 0 34 FALSE "SRS019029" "US" "" NA
